id,type,attributes.base_token_price_usd,attributes.base_token_price_native_currency,attributes.quote_token_price_usd,attributes.quote_token_price_native_currency,attributes.base_token_price_quote_token,attributes.quote_token_price_base_token,attributes.address,attributes.name,attributes.pool_created_at,attributes.fdv_usd,attributes.market_cap_usd,attributes.price_change_percentage.m5,attributes.price_change_percentage.h1,attributes.price_change_percentage.h6,attributes.price_change_percentage.h24,attributes.transactions.m5.buys,attributes.transactions.m5.sells,attributes.transactions.m5.buyers,attributes.transactions.m5.sellers,attributes.transactions.m15.buys,attributes.transactions.m15.sells,attributes.transactions.m15.buyers,attributes.transactions.m15.sellers,attributes.transactions.m30.buys,attributes.transactions.m30.sells,attributes.transactions.m30.buyers,attributes.transactions.m30.sellers,attributes.transactions.h1.buys,attributes.transactions.h1.sells,attributes.transactions.h1.buyers,attributes.transactions.h1.sellers,attributes.transactions.h24.buys,attributes.transactions.h24.sells,attributes.transactions.h24.buyers,attributes.transactions.h24.sellers,attributes.volume_usd.m5,attributes.volume_usd.h1,attributes.volume_usd.h6,attributes.volume_usd.h24,attributes.reserve_in_usd,relationships.base_token.data.id,relationships.base_token.data.type,relationships.quote_token.data.id,relationships.quote_token.data.type,relationships.dex.data.id,relationships.dex.data.type
eth_0x120ffad35bb97a5baf9ab68f9dd7667864530245,pool,0.00110805376800493,0.000000418910006978327,2644.96140430952,1.0,0.00000042,2387148,0x120ffad35bb97a5baf9ab68f9dd7667864530245,APU / WETH 1%,2024-03-13T10:45:23Z,374402789,360895425.192491,-0.04,0.57,8.32,26.81,2,0,2.0,0.0,5,0,5.0,0.0,11,0,11.0,0.0,15,5,15.0,5.0,298,173,214.0,100.0,632.95032363451,85947.2040062454,1732878.49155271,4562013.78767331,6064737.3949,eth_0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,pool,0.684566691725762,0.000259100570151912,2644.96140430952,1.0,0.00025910,3859.51,0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,SPX / WETH 0.3%,2024-09-22T20:00:23Z,637326859,639565388.96721,0,-1.82,3.87,-3.22,0,1,0.0,1.0,3,5,3.0,5.0,15,9,12.0,9.0,25,19,22.0,16.0,698,392,502.0,242.0,6006.75518921967,209662.818594236,1838978.77330214,4474905.60533719,2617724.4622,eth_0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x6ca298d2983ab03aa1da7679389d955a4efee15c,pool,2646.15060680866,1.0,1.00274051471872,0.000378887394317046,2639.31,0.00037889,0x6ca298d2983ab03aa1da7679389d955a4efee15c,WETH / USDT 0.05%,2023-04-02T04:55:54Z,7801279580,7814985825.59971,0,-0.08,0.01,1.74,0,1,0.0,1.0,2,1,2.0,1.0,2,6,2.0,6.0,4,8,4.0,8.0,194,189,94.0,126.0,13747.9311210319,90971.146760129,1074471.23456608,4362050.10271698,16159894.2458,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,pancakeswap-v3-ethereum,dex
eth_0xf36a4ba50c603204c3fc6d2da8b78a7b69cbc67d,pool,0.996592987266447,0.00038135390919499336236625534275,0.996420549107687,0.00038160476537994,0.99934263,1.00065780,0xf36a4ba50c603204c3fc6d2da8b78a7b69cbc67d,USDe / DAI,2024-02-17T22:47:01Z,2429105811,2412499939.239,0,0,0,0.45,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,2.0,5.0,0.0,0.0,0.0,4179391.2677891,19332928.3918,eth_0x4c9edd5852cd905f086c759e8383e09bff1e68b3,token,eth_0x6b175474e89094c44da98b954eedeac495271d0f,token,curve,dex
eth_0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,pool,0.00000210709193027384,0.000000000794312133215211,2644.92155798818,1.0,0.000000000794312133,1258950931,0xc2eab7d33d3cb97692ecb231a5d0e4a649cb539d,Mog / WETH,2023-07-20T03:06:47Z,759496411,820445049.126746,-0.3,-0.23,-0.71,7.61,0,2,0.0,2.0,1,5,1.0,5.0,8,14,8.0,10.0,14,18,14.0,14.0,420,291,310.0,204.0,27460.2369876448,138692.21227865,1467265.52087764,4080012.73588157,18123963.5743,eth_0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x5dc1bf6f1e983c0b21efb003c105133736fa0743,pool,0.989808158800308,0.000376773071987114961562741956892,0.987290568928298,0.000375825409755964,1.00252155,0.99748479,0x5dc1bf6f1e983c0b21efb003c105133736fa0743,USDe / FRAX,2024-01-02T14:27:19Z,2412568402,2412499939.239,0,0,-1.19,-0.88,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,1.0,7,10,5.0,5.0,0.0,37689.2397254942,87791.079044731,4022113.89322763,80285155.895,eth_0x4c9edd5852cd905f086c759e8383e09bff1e68b3,token,eth_0x853d955acef822db058eb8505911ed77f175b99e,token,curve,dex
eth_0x87428a53e14d24ab19c6ca4939b4df93b8996ca9,pool,68293.5207315774,25.807263079457113793308615776,68133.2429297983,25.7596359700322,1.00184890,0.99815451,0x87428a53e14d24ab19c6ca4939b4df93b8996ca9,LBTC / WBTC 0.05%,2024-06-18T10:40:23Z,691514280,691159090.717156,0,-0.19,-0.43,1.94,1,0,1.0,0.0,5,0,5.0,0.0,6,0,6.0,0.0,8,1,7.0,1.0,55,27,53.0,21.0,8697.75148193491,15333.5118007424,1394203.88886796,3901205.68685296,30190515.8959,eth_0x8236a87084f8b84306f72007f36f2618a5634494,token,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,uniswap_v3,dex
eth_0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,pool,1.00307077651198,0.000378926388249304,2645.46022467105,1.0,0.00037893,2639.03,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,DAI / WETH 0.3%,2021-12-29T13:01:53Z,3378065193,5816526505.99995,0.01,0,-0.04,0.58,2,0,2.0,0.0,3,0,3.0,0.0,3,0,3.0,0.0,5,1,3.0,1.0,55,76,30.0,42.0,33878.3253833551,91986.8662638769,964477.790160198,3665611.13232795,11678720.0448,eth_0x6b175474e89094c44da98b954eedeac495271d0f,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x1d08e7adc263cfc70b1babe6dc5bb339c16eec52,pool,0.995292851772835,0.00037887158615395791128916276392,0.993059177288823,0.000378021307973820450728958844794,1.00224929,0.99775576,0x1d08e7adc263cfc70b1babe6dc5bb339c16eec52,USD0++ / USD0,2024-07-26T08:16:07Z,291853299,,0,0,0.55,0.21,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,1.0,0,3,0.0,1.0,9,23,4.0,3.0,0.0,332.870843667485,97893.3919475658,3655983.38978177,61232664.4991,eth_0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,token,eth_0x73a15fed60bf67631dc6cd7bc5b6e8da8190acf5,token,curve,dex
eth_0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,pool,0.416644751027341,0.000157545423692265,2646.15060680866,1.0,0.00015755,6347.38,0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,ENA / WETH 0.3%,2024-04-02T09:27:47Z,6249671264,1154614055.34288,0,-1.23,-4.01,9.19,0,1,0.0,1.0,0,3,0.0,3.0,0,3,0.0,3.0,0,12,0.0,10.0,184,205,75.0,88.0,220.821718044491,53673.7812814982,769861.835417205,3622799.87750661,4856827.3385,eth_0x57e114b691db790c35207b2e685d4a43181e6061,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0xfa45c879fd120d6cc493113ae212a853531f3d91,pool,0.0869560513436659,0.0000327934081650866,2644.96140430952,1.0,0.00003279,30493.93,0xfa45c879fd120d6cc493113ae212a853531f3d91,NEIRO / WETH 0.3%,2024-07-28T17:09:35Z,86954929,86486189.0514874,-0.56,-3.72,-6.17,4.65,2,2,1.0,2.0,4,5,1.0,4.0,7,10,4.0,9.0,10,13,7.0,12.0,266,223,143.0,103.0,50672.9641421899,194766.344972817,1176532.63050657,3590243.16414729,947916.9505,eth_0xee2a03aa6dacf51c18679c516ad5283d8e7c2637,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0xc0bef58a0fec1b694c752e0651b315acb147ee6e,pool,0.000180685440647528,0.0000000683481771627028,2644.92155798818,1.0,0.00000007,14630968,0xc0bef58a0fec1b694c752e0651b315acb147ee6e,Daram / WETH,2024-10-11T12:56:11Z,37943943,,0,3.85,10.59,31.36,0,1,0.0,1.0,1,2,1.0,2.0,3,2,3.0,2.0,5,2,5.0,2.0,1103,914,733.0,622.0,63.2399042266347,1144.64748330881,18437.0672584655,3533431.62977867,50689.1798,eth_0xad86b91a1d1db15a4cd34d0634bbd4ecacb5b61a,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,pool,2644.92155798818,1.0,1.00289646992938,0.00037806790100224,2645.03,0.00037807,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,WETH / USDC,2021-10-11T01:35:30Z,7797656146,7814985825.59971,-0.09,-0.13,0.04,1.58,2,6,2.0,6.0,8,9,8.0,9.0,23,16,18.0,14.0,46,41,26.0,37.0,1051,910,671.0,583.0,16936.3413952682,107365.564041458,1010510.50206057,3509228.22495849,88640361.3735,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,eth_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,token,uniswap_v2,dex
eth_0x72fbd310cc20d853c5f4686a5925e9a1ff9592cb,pool,0.000168282119657961,0.0000000653221910334826,2646.15060680866,1.0,0.00000007,15308733,0x72fbd310cc20d853c5f4686a5925e9a1ff9592cb,ETH69 / WETH 1%,2024-10-18T03:57:23Z,580573,,-1.7,0.76,-27.34,-36.47,1,2,1.0,2.0,3,3,3.0,3.0,5,3,5.0,3.0,10,8,10.0,7.0,3162,3061,1679.0,1842.0,1086.41113772198,8887.36655176916,86375.7063916361,3390645.71685142,101049.225,eth_0xff37b4ee7981af82669b2fd0e998f0b5649dcedd,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x73a38006d23517a1d383c88929b2014f8835b38b,pool,68111.1413241523,25.71689822975218274136477759654,68217.4196482526,25.7596359700322,0.99834090,1.00166185,0x73a38006d23517a1d383c88929b2014f8835b38b,tBTC / WBTC 0.01%,2024-05-03T05:32:23Z,290125323,289650765.538492,0,-0.05,-0.39,2.01,0,0,0.0,0.0,0,0,0.0,0.0,1,0,1.0,0.0,1,1,1.0,1.0,17,21,11.0,17.0,0.0,3689.20750305967,396947.712317375,3303206.65652117,3567305.7064,eth_0x18084fba666a33d37592fa2633fd49a74dd93a88,token,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,uniswap_v3,dex
eth_0x390f3595bca2df7d23783dfd126427cceb997bf4,pool,0.988319972011426,0.000376624374097195,0.989693214939023,0.00037669764567751,0.99980549,1.00019455,0x390f3595bca2df7d23783dfd126427cceb997bf4,crvUSD / USDT,2023-05-18T16:16:53Z,697957126,61313634.5493532,0,-0.26,-0.27,-0.59,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,0,2,0.0,2.0,21,29,9.0,16.0,7484.42049310158,8465.31918742944,495012.782962376,3249572.85595778,9283406.0237,eth_0xf939e0a03fb07f59a73314e73794be0e57ac1b4e,token,eth_0xdac17f958d2ee523a2206206994597c13d831ec7,token,curve,dex
eth_0x14100f81e33c33ecc7cdac70181fb45b6e78569f,pool,0.993571492900661,0.000378213992887863803232636679764,0.993535764460365,0.000378202727279004,1.00002979,0.99997021,0x14100f81e33c33ecc7cdac70181fb45b6e78569f,USD0 / USDC,2024-07-26T08:16:26Z,328086826,327917654.409865,0,0.05,-0.02,-0.04,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,1.0,0,2,0.0,1.0,3,11,3.0,6.0,0.0,213.239736413759,4609.10853691756,3163919.22265398,11681966.7792,eth_0x73a15fed60bf67631dc6cd7bc5b6e8da8190acf5,token,eth_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,token,curve,dex
eth_0x596192bb6e41802428ac943d2f1476c1af25cc0e,pool,2460.25995417702,1.01580131282682,2473.43815928433,1.02319793237287,0.99277108,1.00728156,0x596192bb6e41802428ac943d2f1476c1af25cc0e,ezETH-WETH-BPT / ezETH / WETH 0.04%,2024-01-14T00:39:47Z,6387200015640517000,,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0.0,0.0,0.0,0.0,14341834.4253,eth_0x596192bb6e41802428ac943d2f1476c1af25cc0e,token,eth_0xbf5495efe5db9ce00f80364c8b423567e58d2110,token,balancer_ethereum,dex
eth_0x11950d141ecb863f01007add7d1a342041227b58,pool,0.0000103640046576886,0.00000000391846990981478,2646.15060680866,1.0,0.000000003918469910,255201653,0x11950d141ecb863f01007add7d1a342041227b58,PEPE / WETH 0.3%,2023-04-19T22:22:35Z,4288343474,4366673495.08044,0,-1.72,-0.59,5.54,0,1,0.0,1.0,0,5,0.0,4.0,1,5,1.0,4.0,5,11,4.0,10.0,173,135,127.0,93.0,41456.0186307544,159117.702201824,1235904.35713764,3080289.78811125,6219361.1636,eth_0x6982508145454ce325ddbe47a25d4ec3d2311933,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,pool,0.000152148750250203,0.0000000573529319327427,2644.92155798818,1.0,0.00000006,17435900,0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,FLOKI / WETH,2022-01-23T00:40:24Z,845969474,1469359039.34738,0,-0.4,-0.92,6.69,1,0,1.0,0.0,1,4,1.0,2.0,2,4,2.0,2.0,4,4,4.0,2.0,84,234,52.0,39.0,99.146251918134,14325.2640122299,82559.9447698793,3024297.24176227,17672135.6608,eth_0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x69c7bd26512f52bf6f76fab834140d13dda673ca,pool,0.0319468217855583,0.0000121079081865178,2644.91324632126,1.0,0.00001211,82590.65,0x69c7bd26512f52bf6f76fab834140d13dda673ca,NPC / WETH,2023-07-29T16:28:47Z,257162518,257800204.042371,-0.51,-1.29,6.11,5.06,0,4,0.0,4.0,1,7,1.0,7.0,2,9,2.0,9.0,11,16,8.0,16.0,390,259,196.0,149.0,5866.22033690086,56991.8333947865,738603.819890134,2974787.0065821,4417410.7519,eth_0x8ed97a637a790be1feff5e888d43629dc05408f6,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,pool,0.0000104054964159514,0.00000000392442230011224,2644.92155798818,1.0,0.000000003924422300,254814575,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,PEPE / WETH,2023-04-14T17:21:11Z,4305511636,4366673495.08044,0,-0.59,0.32,5.25,1,0,1.0,0.0,3,2,3.0,1.0,4,5,4.0,4.0,4,13,4.0,11.0,223,232,153.0,176.0,11309.5934948605,139785.842346929,1192307.46696541,2893112.62824607,42196257.7094,eth_0x6982508145454ce325ddbe47a25d4ec3d2311933,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x1d4a01f9e1f206d5ff16d5e57a2220cdabc5607d,pool,0.0000165435949039955,0.00000000579972694434177,2647.6749081562,1.0,0.000000005799726944,172421910,0x1d4a01f9e1f206d5ff16d5e57a2220cdabc5607d,MOG / WETH,2024-09-14T16:17:59Z,4635709,,0,112.8,193.06,342.12,0,0,0.0,0.0,0,1,0.0,1.0,4,2,4.0,2.0,5,6,5.0,6.0,79,87,74.0,83.0,0.0,167254.469938392,1119611.01394372,2852028.48002324,542716.027,eth_0x7391425ca7cee3ee03e09794b819291a572af83e,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x2306005723b785423bf6b490e534259322236038,pool,0.0000150735112898701,0.00000000540529578701302,2644.92155798818,1.0,0.000000005405295787,185003752,0x2306005723b785423bf6b490e534259322236038,MEME / WETH,2024-09-25T15:11:23Z,3841143,,0,-3.65,16.02,324.77,0,0,0.0,0.0,0,1,0.0,1.0,3,2,3.0,2.0,4,5,4.0,5.0,91,79,88.0,79.0,0.0,217423.649107675,822918.119598691,2834533.73062808,501335.2498,eth_0x05f226755b11cb3666340551ebbaa615cdfefdd6,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0xc555d55279023e732ccd32d812114caf5838fd46,pool,0.0019508417785067,0.000000739263623634743,2644.92155798818,1.0,0.00000074,1352697,0xc555d55279023e732ccd32d812114caf5838fd46,Neiro / WETH,2024-07-27T21:15:35Z,820699269,822572757.04264,-0.11,-1.06,1.3,3.57,0,3,0.0,3.0,2,3,2.0,3.0,3,11,3.0,9.0,7,17,7.0,14.0,211,340,115.0,218.0,6210.61528849772,68119.6039373928,885126.327068085,2767313.95027341,13386318.5299,eth_0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0xb9dce40ac352c84ca11f94c3ce8ec37b747fa658,pool,0.0000000000466016913719522,0.0000000000000173372142885271,2644.91324632126,1.0,0.000000000000017337,57679393203425,0xb9dce40ac352c84ca11f94c3ce8ec37b747fa658,BOME / WETH,2024-09-27T01:29:35Z,19572710,,-2.4,42.16,65.86,364.76,1,1,1.0,1.0,4,2,4.0,2.0,6,4,6.0,4.0,8,6,8.0,6.0,129,95,120.0,94.0,14000.2323360882,243616.605959763,905537.5621456,2725595.40878068,1386861.9449,eth_0x634769eb87542eaf41c0008c05d5d8f5d8bec3a5,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x8a85f9384c37ecc64d33c37e490d7b4e5951cb59,pool,0.0262303162007384,0.00000993762416331451,2644.92155798818,1.0,0.00000994,100628,0x8a85f9384c37ecc64d33c37e490d7b4e5951cb59,KLAUS / WETH,2024-10-10T10:14:35Z,26229903,26284236.3847348,1.55,-16.44,-21.06,-26.26,15,11,15.0,10.0,45,27,39.0,21.0,85,58,67.0,46.0,121,81,86.0,58.0,910,781,509.0,381.0,39016.3959614006,413402.778944573,824233.391541742,2629017.96719656,633564.4322,eth_0xb612bfc5ce2fb1337bd29f5af24ca85dbb181ce2,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x470dc172d6502ac930b59322ece5345dd456a03d,pool,0.0000811122942531491,0.0000000306778596892855,2646.65088839316,1.0,0.00000003,32596798,0x470dc172d6502ac930b59322ece5345dd456a03d,MOODENG / WETH,2024-09-15T20:12:47Z,33621703,34157329.1056468,-0.3,0.74,0.11,-19.69,0,2,0.0,2.0,2,5,2.0,5.0,6,5,6.0,5.0,8,8,8.0,8.0,566,566,339.0,395.0,1972.82010899093,16177.4987840051,519244.371988653,2613026.52662317,1307842.281,eth_0x28561b8a2360f463011c16b6cc0b0cbef8dbbcad,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0xc3576f38c32e95e36bbd8d91e6cbe646a3723110,pool,0.0321376689027299,0.0000121039570106936,2647.26601187248,1.0,0.00001210,82617.61,0xc3576f38c32e95e36bbd8d91e6cbe646a3723110,PHIL / WETH,2024-08-28T12:10:47Z,32137669,32042394.0035749,0,0.67,8.31,21.18,1,0,1.0,0.0,5,0,5.0,0.0,10,0,10.0,0.0,16,1,14.0,1.0,430,191,201.0,98.0,65.9831053459216,13080.2253040796,1256660.40965576,2527225.81466754,3715389.9086,eth_0xc328a59e7321747aebbc49fd28d1b32c1af8d3b2,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x5777d92f208679db4b9778590fa3cab3ac9e2168,pool,0.996087906911662,0.000376429030285987,1.00217679414214,0.000378730066067855,0.99392434,1.00611280,0x5777d92f208679db4b9778590fa3cab3ac9e2168,DAI / USDC 0.01%,2021-12-29T12:35:16Z,3354548817,5816526505.99995,0,-0.6,-0.34,-0.59,0,1,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,2,2,2.0,2.0,40,62,35.0,50.0,101.203283210711,172088.540823781,445503.007544549,2516754.06484599,73307824.2345,eth_0x6b175474e89094c44da98b954eedeac495271d0f,token,eth_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,token,uniswap_v3,dex
eth_0x7704d01908afd31bf647d969c295bb45230cd2d6,pool,67902.2542241777,25.8319511358904508156663819438,67677.9832084896,25.7596359700322,1.00280731,0.99720055,0x7704d01908afd31bf647d969c295bb45230cd2d6,eBTC / WBTC,2024-08-21T09:13:19Z,222245847,222155878.535369,0,0,0,1.78,0,0,0.0,0.0,1,0,1.0,0.0,1,0,1.0,0.0,1,0,1.0,0.0,15,12,4.0,5.0,0.0,7708.83563650922,42205.2233991535,2458126.95218087,2380462.0715,eth_0x657e8c867d8b37dcc18fa4caead9c45eb088c642,token,eth_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,token,curve,dex
eth_0x4c6a8f50433daec228f7cf5327cd095c1cdc9a67,pool,0.0000339539781778898,0.0000000127285322486123,2644.92155798818,1.0,0.00000001,78563654,0x4c6a8f50433daec228f7cf5327cd095c1cdc9a67,NEIRO / WETH,2024-09-24T18:54:23Z,18551515,,-3.49,-5.85,5.72,141.2,0,2,0.0,2.0,0,2,0.0,2.0,1,4,1.0,4.0,6,5,6.0,5.0,102,82,94.0,82.0,10277.3994712813,101453.62864796,802808.252183134,2415995.80180974,577507.9594,eth_0x339058ca41e17b55b6dd295373c5d3cbe8000cd9,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x318ba85ca49a3b12d3cf9c72cc72b29316971802,pool,0.498013443299657,0.000187950584472708,2645.02544254056,1.0,0.00018795,5320.55,0x318ba85ca49a3b12d3cf9c72cc72b29316971802,MSTR / WETH,2024-10-08T04:05:35Z,10281894,10439815.6352843,0,13.2,-8.98,-30.99,1,0,1.0,0.0,7,6,6.0,6.0,19,10,18.0,10.0,48,29,43.0,26.0,582,554,388.0,401.0,497.457706892566,107988.77437882,844643.152997088,2399905.58327875,804629.2046,eth_0x42069026eac8eee0fd9b5f7adfa4f6e6d69a2b39,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x11b75f4b9b1369da704cb19287b498a130c856fe,pool,0.000104959380983023,0.0000000376978926573145,2644.92155798818,1.0,0.00000004,26526682,0x11b75f4b9b1369da704cb19287b498a130c856fe,TRUMP / WETH,2024-09-07T16:34:47Z,4822114,,0,-35.49,-14.7,128.95,1,0,1.0,0.0,2,2,2.0,2.0,4,2,4.0,2.0,6,5,6.0,5.0,100,84,84.0,79.0,79.4356957123343,196601.878436701,789021.860142897,2372107.41945983,461724.2512,eth_0xcf01a5c02c9b9dd5bf73a5a56bcdbc9dca483d43,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x09920b47ca139152a119fda85db9281b9182a57e,pool,0.0000358214648398626,0.0000000158733023016801,2648.78771887916,1.0,0.00000002,62998863,0x09920b47ca139152a119fda85db9281b9182a57e,RATS / WETH,2024-10-17T12:13:47Z,358215,,0,0,-40.26,2856874438.43,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,81,76,53.0,54.0,0.0,0.0,50156.1040412052,2332856.04715102,686.5929,eth_0x28f9b9aa3b885d67abb298491bbba65171c3392e,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v2,dex
eth_0x63e0d47a6964ad1565345da9bfa66659f4983f02,pool,2639.3463294481,1.01253109429979,3092.08291371653,1.18183084697041,0.85674790,1.16720450,0x63e0d47a6964ad1565345da9bfa66659f4983f02,pufETH/wstETH / wstETH / pufETH 0.02%,2024-03-28T06:21:55Z,6852134827493401000,,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0.0,0.0,0.0,0.0,2817329.7994,eth_0x63e0d47a6964ad1565345da9bfa66659f4983f02,token,eth_0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,token,balancer_ethereum,dex
eth_0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,pool,154.268416069062,0.0582985193338727,2648.22918024207,1.0,0.05829852,17.15,0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,SOL / WETH 0.3%,2021-12-29T14:46:14Z,61522420,,0,-0.75,-0.38,2.78,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.0,1.0,1,2,1.0,1.0,56,32,33.0,19.0,0.0,112117.961269236,605570.502845623,2310703.31978557,11057510.6477,eth_0xd31a59c85ae9d8edefec411d448f90841571b89c,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
eth_0x3f1a36b6c946e406f4295a89ff06a5c7d62f2fe2,pool,0.0461342538812455,0.00001726264877985494259919229089664,0.00000141582274328136,0.000000000535290511602368,32249.12,0.00003101,0x3f1a36b6c946e406f4295a89ff06a5c7d62f2fe2,VOLT / TITANX 1%,2024-09-27T06:28:59Z,36947098,36578651.2330445,0.06,-0.98,5.03,10.92,2,0,1.0,0.0,6,3,3.0,3.0,12,5,6.0,5.0,21,7,9.0,7.0,447,171,115.0,128.0,4775.65408460832,47470.6209342921,288882.010132523,2252046.59783805,10594192.5009,eth_0x66b5228cfd34d9f4d9f03188d67816286c7c0b74,token,eth_0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,token,uniswap_v3,dex
eth_0xbe80225f09645f172b079394312220637c440a63,pool,2707.14379535208,1.02272267748038,2646.15060680866,1.0,1.02272268,0.97778217,0xbe80225f09645f172b079394312220637c440a63,ezETH / WETH 0.01%,2024-01-24T17:06:47Z,834693705,835068933.991991,0,-0.25,0.26,1.52,1,0,1.0,0.0,4,1,3.0,1.0,4,1,3.0,1.0,4,4,3.0,4.0,12,34,10.0,34.0,100553.723058729,1176240.0525944,1358458.18499615,2234915.70743406,1111430.456,eth_0xbf5495efe5db9ce00f80364c8b423567e58d2110,token,eth_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,token,uniswap_v3,dex
